"loci","region_name","region_width","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_peak_abund","TP_peak_abund","TDN_peak_relAbund","TP_peak_relAbund","TDN_sum_abund","TP_sum_abund","long_count","max_time","max_span","abund_gini","ort_fisher_test","Near_Onco","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min","TDN_freq","TP_freq","freq_diff","pct_chg"
"chr16*84116944:84122137","HSDL1",15.194,1,0,1,0,1,0,0.000299311583358276,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000445632429199502,0,-0.000000445632429199502,-100
"chr16*84504683:84565596","COTL1",70.914,2,1,4,1,2,1,0.000970402717127608,0.000932835820895522,5,1,1,13,0,0,0.4,TRUE,FALSE,FALSE,FALSE,0,0.000000381923971529302,0.000000264183518280765,-0.000000117740453248537,-30.8282438457792
"chr16*84618097:84648509","KLHL36",40.413,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.000000463571375927601,0.000000463571375927601,Inf
"chr16*84779922:84819979","CRISPLD2",50.058,2,0,2,0,1,0,0.000241196333815726,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000027052375761146,0,-0.00000027052375761146,-100
"chr16*84909511:84974459","ZDHHC7",74.949,0,2,0,2,0,1,0,0.0454545454545455,0,2,1,180,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.000000499921547061659,0.000000499921547061659,Inf
"chr16*85288080:85306224","MIR5093",28.145,0,1,0,1,0,1,0,0.00176991150442478,0,1,1,90,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000665635459774814,0.000000665635459774814,Inf
"chr16*85306326:85611421","GSE1",315.096,2,4,2,4,1,1,0.000182381907714755,0.00598802395209581,2,4,1,120,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.0000000429769919596391,0.000000237823520645925,0.000000194846528686286,453.374049233767
"chr16*85676207:85677672","GINS2",11.466,1,0,1,0,1,0,0.000307408545957578,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000590523210296287,0,-0.000000590523210296287,-100
"chr16*85751084:85778623","EMC8",37.54,0,2,0,2,0,1,0,0.000243368216110976,0,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000998098562352804,0.000000998098562352804,Inf
"chr16*85807004:85899166","IRF8",102.163,1,3,1,3,1,1,0.000162443144899285,0.00429184549356223,1,3,1,360,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000066275844770193,0.000000550129988803054,0.000000483854144032861,730.06107385065
"chr16*85922606:86196179","LINC01082",283.574,5,2,7,2,1,1,0.00113636363636364,0.000932835820895522,7,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000016714005481744,0.000000132129955604972,-0.0000000350100992124677,-20.9465643951762
"chr16*86199719:86225578","LINC01081",35.86,0,3,0,4,0,3,0,0.0204081632653061,0,7,1,1584,0,0.25,1,FALSE,FALSE,TRUE,FALSE,0,0,0.00000208971667767564,0.00000208971667767564,Inf
"chr16*86345680:86474523","FENDRR",138.844,1,0,1,0,1,0,0.000477326968973747,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000487665230709086,0,-0.0000000487665230709086,-100
"chr16*86581699:86720682","LINC02189",148.984,2,0,2,0,1,0,0.000722021660649819,0,2,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.0000000908948495040706,0,-0.0000000908948495040706,-100
"chr16*87063992:87212113","LOC101928708",158.122,1,1,1,1,1,1,0.000495785820525533,0.00126903553299492,1,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000428209808202352,0.000000118480097743275,0.0000000756591169230398,176.687024616883
"chr16*87318044:87326985","FBXO31",18.942,1,0,1,0,1,0,0.000162443144899285,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000357456400024138,0,-0.000000357456400024138,-100
"chr16*87779149:87830014","SLC7A5",60.866,2,1,2,1,1,1,0.000736919675755343,0.000243368216110976,2,1,1,14,0,0,0.333333333333333,FALSE,FALSE,FALSE,FALSE,0,0.000000222486745613552,0.000000307795978302536,0.0000000853092326889836,38.3435123084417
"chr16*87869500:87888017","CA5A",28.518,3,0,3,0,2,0,0.000736919675755343,0,4,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000712280573243975,0,-0.000000712280573243975,-100
"chr16*87936507:87951430","BANP",24.924,1,1,1,1,1,1,0.000428265524625268,0.000360880548538434,1,1,1,13,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000271663421973087,0.000000751657439229744,0.000000479994017256657,176.687024616883
"chr16*88195218:88427469","ZNF469",242.252,0,1,0,1,0,1,0,0.000354233085370174,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.0000000773339746023237,0.0000000773339746023237,Inf
"chr16*88440758:88453604","ZFPM1",22.847,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000819989933705175,0.000000819989933705175,Inf
"chr16*88535167:88570379","ZC3H18",45.213,1,0,1,0,1,0,0.00102564102564103,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000149756466707744,0,-0.000000149756466707744,-100
"chr16*88687189:88696493","RNF166",19.305,1,0,1,0,1,0,0.000217580504786771,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000350734997630522,0,-0.000000350734997630522,-100
"chr16*88785221:88803776","CDT1",28.556,8,2,13,2,2,1,0.000908265213442325,0.0036101083032491,14,2,1,17,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.00000308244182239613,0.00000131211024060528,-0.00000177033158179086,-57.4327654435564
"chr16*88977097:89093807","ACSF3",126.711,5,2,6,2,7,2,0.00202020202020202,0.0175438596491228,13,3,1,912.5,0,0.166666666666667,0.464285714285714,TRUE,FALSE,TRUE,FALSE,0,0.000000320616479828455,0.000000295701399489581,-0.0000000249150803388743,-7.77099179437222
"chr16*89229558:89267619","ANKRD11",48.062,5,1,6,1,1,1,0.00089126559714795,0.000126887450831113,6,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000845275576870363,0.000000389794640575967,-0.000000455480936294395,-53.8854958971861
"chr16*89490562:89508386","SPG7",27.825,4,2,4,2,1,1,0.00105820105820106,0.00087260034904014,4,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000973360521726106,0.00000134658113317967,0.000000373220611453562,38.3435123084417
"chr16*89670459:89686666","CDK10",26.208,4,3,4,4,3,4,0.00591715976331361,0.00873362445414847,8,7,1,270,0,0.321428571428571,0.142857142857143,FALSE,FALSE,TRUE,FALSE,0,0.0000010334156180185,0.00000285932692542157,0.00000182591130740307,176.687024616883
"chr16*89701714:89707131","VPS9D1",15.418,0,1,0,1,0,1,0,0.00026581605528974,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000121509339832418,0.00000121509339832418,Inf
"chr16*89816658:89828497","SPIRE2",21.84,2,0,2,0,1,0,0.000428265524625268,0,2,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000620049370811101,0,-0.000000620049370811101,-100
"chr16*89911385:89917877","MC1R",16.493,1,1,7,1,2,1,0.0010183299389002,0.000932835820895522,10,1,1,13,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000287373879250595,0.00000113589462289227,-0.00000173784416961368,-60.4732821975881
"chr16*89936098:89948729","DEF8",22.632,1,0,1,0,1,0,0.00018723085564501,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000299175465237594,0,-0.000000299175465237594,-100
"chr16*90075931:90102262","FAM157C",36.332,0,1,0,1,0,1,0,0.000848176420695505,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000515642134079108,0.000000515642134079108,Inf
"chr16*90177607:90338345","FAM157C",170.739,1,0,1,0,1,0,0.000278009452321379,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000396566638510078,0,-0.0000000396566638510078,-100
"chr17*187252:212387","RPH3AL",35.136,0,1,0,1,0,1,0,0.00671140939597315,0,1,1,1095,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000533194160273285,0.000000533194160273285,Inf
"chr17*352843:404533","LOC105371430",61.691,0,1,0,1,0,1,0,0.0010482180293501,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000303679791466537,0.000000303679791466537,Inf
"chr17*414667:439978","RFLNB",35.312,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000530536645201692,0.000000530536645201692,Inf
"chr17*445941:508666","VPS53",72.726,2,1,2,1,1,1,0.000219058050383352,0.000354233085370174,2,2,2,21,7,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000186204084626055,0.000000257601270733467,0.0000000713971861074125,38.3435123084417
"chr17*1229681:1270562","BHLHA9",50.882,0,4,0,4,0,1,0,0.00434782608695652,0,4,1,90,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0,0.00000147276522270053,0.00000147276522270053,Inf
"chr17*1300988:1344538","YWHAE",53.551,1,1,1,1,1,1,0.000509164969450102,0.0023094688221709,1,1,1,28,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000126439079181663,0.000000349840526140728,0.000000223401446959065,176.687024616883
"chr17*1400263:1421351","CRK",31.089,1,0,1,0,1,0,0.0053475935828877,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000217792117123652,0,-0.000000217792117123652,-100
"chr17*1684883:1702788","TLCD2",27.906,1,2,1,2,1,1,0.000719424460431655,0.00026581605528974,1,2,1,14,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000242633810981768,0.00000134267254464002,0.00000110003873365825,453.374049233767
"chr17*2400965:2406979","LOC284009",16.015,3,0,3,0,1,0,0.000294464075382803,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000012683619973632,0,-0.0000012683619973632,-100
"chr17*2511907:2593627","PAFAH1B1",91.721,2,2,3,2,1,1,0.000307408545957578,0.0108695652173913,3,3,1,801,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000221463104281154,0.000000408506449239806,0.000000187043344958653,84.4580164112555
"chr17*2685616:2689384","CLUH",13.769,0,1,0,1,0,1,0,0.000126887450831113,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000136061515109028,0.00000136061515109028,Inf
"chr17*2712834:2748076","MIR1253",45.243,2,1,2,1,1,1,0.000294464075382803,0.000911577028258888,2,1,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000299314330581846,0.000000414081957769426,0.00000011476762718758,38.3435123084416
"chr17*3241615:3277888","OR3A2",46.274,0,1,0,1,0,1,0,0.000742390497401633,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000404856075017551,0.000000404856075017551,Inf
"chr17*3292583:3310243","OR3A4P",27.661,1,0,1,0,1,0,0.00149700598802395,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000024478287586339,0,-0.00000024478287586339,-100
"chr17*3311447:3397464","OR1E1",96.018,1,1,1,1,1,1,0.000958772770853308,0.00632911392405063,1,1,1,180,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000705173939184031,0.000000195112479070197,0.000000124595085151793,176.687024616883
"chr17*3557996:3565444","TRPV1",17.449,1,0,1,0,1,0,0.000509164969450102,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000388041671686471,0,-0.000000388041671686471,-100
"chr17*3801244:3806749","NCBP3",15.506,0,1,0,1,0,1,0,0.000848176420695505,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000120819747293707,0.00000120819747293707,Inf
"chr17*3846252:3860321","CAMKK1",24.07,1,0,1,0,1,0,0.00255102040816327,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000281301999553686,0,-0.000000281301999553686,-100
"chr17*4366675:4433922","SPNS3",77.248,4,1,5,1,1,1,0.000847457627118644,0.000126887450831113,5,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000043825983386348,0.000000242521618881552,-0.000000195738214981928,-44.6625950766233
"chr17*4560597:4583979","SMTNL2",33.383,0,1,0,1,0,2,0,0.0072463768115942,0,2,1,60,0,0,1,FALSE,FALSE,TRUE,FALSE,0,0,0.000000561193122708029,0.000000561193122708029,Inf
"chr17*4617648:4630917","ALOX15",23.27,1,0,1,0,1,0,0.000294464075382803,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000290972889095712,0,-0.000000290972889095712,-100
"chr17*4641666:4671382","PELP1",39.717,1,0,1,0,1,0,0.00255102040816327,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000170479621553925,0,-0.000000170479621553925,-100
"chr17*4721501:4731406","MED11",19.906,1,0,1,0,1,0,0.000219058050383352,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000340145640975446,0,-0.000000340145640975446,-100
"chr17*4746120:4771890","TM4SF5",35.771,0,1,0,1,0,1,0,0.000354233085370174,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000523728998780077,0.000000523728998780077,Inf
"chr17*4790590:4796142","PSMB6",15.553,0,1,0,1,0,1,0,0.0062111801242236,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000120454639075176,0.00000120454639075176,Inf
"chr17*4903075:4932273","GP1BA",39.199,10,4,12,4,1,1,0.000908265213442325,0.00429184549356223,12,4,1,360,0,0,0.244505494505495,FALSE,FALSE,FALSE,FALSE,0,0.00000207278934541919,0.00000191171305547204,-0.000000161076289947147,-7.77099179437222
"chr17*4935031:4937129","SLC25A11",12.099,1,0,1,0,1,0,0.000428265524625268,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000559627996467248,0,-0.000000559627996467248,-100
"chr17*4957132:4959224","SPAG7",12.093,1,0,1,0,1,0,0.000235349493998588,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000559905658584076,0,-0.000000559905658584076,-100
"chr17*5028400:5032600","SLC52A1",14.201,1,0,1,0,1,0,0.000299311583358276,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000476793122263026,0,-0.000000476793122263026,-100
"chr17*5035433:5078457","ZFP3",53.025,7,2,11,2,5,1,0.00120598166907863,0.00112739571589628,17,2,1,15,0,0,0.461538461538462,FALSE,FALSE,FALSE,FALSE,0,0.00000140462669348099,0.000000706621782757648,-0.000000698004910723342,-49.6932682514758
"chr17*5235637:5282261","RABEP1",56.625,3,1,3,1,1,1,0.000722021660649819,0.000311720698254364,3,1,1,14,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000358725251881178,0.00000033084874199315,-0.0000000278765098880274,-7.77099179437222
"chr17*5490811:5499425","LOC728392",18.615,1,0,1,0,1,0,0.000217580504786771,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000363735650242129,0,-0.000000363735650242129,-100
"chr17*5584513:5772232","LOC339166",197.72,0,1,0,1,0,1,0,0.00045004500450045,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.0000000947517196811761,0.0000000947517196811761,Inf
"chr17*5930697:6070612","WSCD1",149.916,0,2,0,2,0,1,0,0.0021978021978022,0,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000024993076143123,0.00000024993076143123,Inf
"chr17*6124428:6423735","AIPL1",309.308,1,4,1,4,1,1,0.000299311583358276,0.00497512437810945,1,4,1,360,0,0,0.4,FALSE,FALSE,FALSE,FALSE,0,0.0000000218906046053035,0.000000242273850212243,0.00000022038324560694,1006.74809846753
"chr17*6435200:6444413","PIMREG",19.214,0,1,0,1,0,1,0,0.00448430493273543,0,1,1,23,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000975034350752688,0.000000975034350752688,Inf
"chr17*6556558:6578323","KIAA0753",31.766,1,0,1,0,1,0,0.000509164969450102,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000213150510900246,0,-0.000000213150510900246,-100
"chr17*6653299:6655438","MIR4520-1",12.14,1,0,1,0,1,0,0.000131319763624425,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000557737984288075,0,-0.000000557737984288075,-100
"chr17*6713422:6755835","XAF1",52.414,1,1,1,1,1,1,0.000307408545957578,0.000768639508070715,1,1,1,28,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000129181881353402,0.000000357429503860841,0.000000228247622507439,176.687024616883
"chr17*6831742:6853574","ALOX12P2",31.833,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000588518519001104,0.000000588518519001104,Inf
"chr17*6900350:6985121","ALOX12-AS1",94.772,12,4,14,6,2,3,0.00113636363636364,0.00993377483443709,15,10,1,28,0,0.233333333333333,0.140866873065015,FALSE,FALSE,TRUE,FALSE,0,0.00000100022314406788,0.00000118606613865037,0.000000185842994582489,18.5801534072357
"chr17*7029643:7036073","SLC16A13",16.431,3,0,3,0,2,0,0.000736919675755343,0,5,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000123624961279117,0,-0.00000123624961279117,-100
"chr17*7043924:7074535","CLEC10A",40.612,1,0,1,0,1,0,0.000131319763624425,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000001667226221131,0,-0.0000001667226221131,-100
"chr17*7114812:7173429","ASGR1",68.618,1,1,1,1,1,1,0.000299311583358276,0.00334448160535117,1,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000098675844956968,0.000000273023259427004,0.000000174347414470036,176.687024616883
"chr17*7263194:7281733","SLC2A4",28.54,0,1,0,1,0,1,0,0.00176991150442478,0,1,1,90,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000656422915744994,0.000000656422915744994,Inf
"chr17*7294558:7306997","EIF5A",22.44,1,0,1,0,1,0,0.000736919675755343,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000301735255314493,0,-0.000000301735255314493,-100
"chr17*7329320:7336527","ACAP1",17.208,4,1,5,1,1,1,0.00089126559714795,0.0050761421319797,5,1,1,28,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.00000196738119748292,0.0000010886976996375,-0.000000878683497845421,-44.6625950766233
"chr17*7357220:7380972","TNK1",33.753,3,2,3,2,1,2,0.00105820105820106,0.00353982300884956,3,3,1,90,0,0.166666666666667,0.4,FALSE,FALSE,TRUE,FALSE,0,0.000000601807761910695,0.00000111008266022944,0.000000508274898318744,84.4580164112556
"chr17*7427568:7435441","TMEM102",17.874,1,0,1,0,1,0,0.000307408545957578,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000378814989887951,0,-0.000000378814989887951,-100
"chr17*7457614:7459364","ZBTB4",11.751,1,0,1,0,1,0,0.00018723085564501,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000576201100268677,0,-0.000000576201100268677,-100
"chr17*7514619:7549056","TNFSF12",44.438,8,3,11,3,2,1,0.00131752305665349,0.00584795321637427,12,3,1,60,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000167605046180813,0.00000126474931468757,-0.000000411301147120552,-24.5399023772136
"chr17*7657772:7668400","TP53",20.629,3,1,3,1,1,1,0.000365764447695684,0.00543478260869565,3,1,1,25,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000984672906479795,0.000000908154055715843,-0.0000000765188507639513,-7.77099179437222
"chr17*7833745:7839904","KDM6B",16.16,0,2,0,2,0,1,0,0.000957854406130268,0,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000231860272467353,0.00000231860272467353,Inf
"chr17*7915948:7921857","KCNAB3",15.91,2,0,3,0,1,0,0.000908265213442325,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000127673270821946,0,-0.00000127673270821946,-100
"chr17*7949920:8002668","GUCY2D",62.749,5,1,8,1,2,1,0.00128700128700129,0.000243368216110976,9,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000863241056177116,0.000000298559499200977,-0.000000564681556976138,-65.4141219228896
"chr17*8020341:8039038","ALOX15B",28.698,0,1,0,1,0,1,0,0.0285714285714286,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000652808907079313,0.000000652808907079313,Inf
"chr17*8118917:8120588","HES7",11.672,3,1,1,1,1,1,0.00101010101010101,0.0000632911392405063,3,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000580101022040544,0.00000160506425765611,0.00000102496323561557,176.687024616883
"chr17*8152436:8159145","VAMP2",16.71,0,1,0,1,0,2,0,0.0120481927710843,0,2,1,28,0,0,1,TRUE,FALSE,TRUE,FALSE,0,0,0.00000112114362749025,0.00000112114362749025,Inf
"chr17*8162976:8172977","TMEM107",20.002,3,1,3,2,1,1,0.000307408545957578,0.000126887450831113,3,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000101553931545704,0.0000018732436771685,0.000000857704361711458,84.4580164112556
"chr17*8176397:8186943","MIR4521",20.547,1,0,1,0,1,0,0.000719424460431655,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000329534196196877,0,-0.000000329534196196877,-100
"chr17*8190247:8204729","AURKB",24.483,5,1,6,1,1,1,0.000722021660649819,0.0023094688221709,6,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000165934055367166,0.000000765196667702575,-0.00000089414388596909,-53.8854958971861
"chr17*8210627:8220628","LINC00324",20.002,5,0,6,0,1,0,0.00131752305665349,0,6,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000203107863091408,0,-0.00000203107863091408,-100
"chr17*8270492:8287761","SLC25A35",27.27,2,0,2,0,1,0,0.000847457627118644,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000496585194664997,0,-0.000000496585194664997,-100
"chr17*8295344:8310236","ARHGEF15",24.893,1,0,1,0,2,0,0.000564812199943519,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000272001732585756,0,-0.000000272001732585756,-100
"chr17*8397827:8435850","NDEL1",48.024,0,2,0,2,0,1,0,0.00301204819277108,0,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000780206147566306,0.000000780206147566306,Inf
"chr17*8630762:8729926","CCDC42",109.165,1,0,1,0,1,0,0.000477326968973747,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000620248168300941,0,-0.0000000620248168300941,-100
"chr17*8758560:8797108","MFSD6L",48.549,1,0,1,0,1,0,0.000365764447695684,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000013946608847262,0,-0.00000013946608847262,-100
"chr17*8799350:8802721","PIK3R6",13.372,0,1,0,1,0,1,0,0.000768639508070715,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000140101032122062,0.00000140101032122062,Inf
"chr17*8867678:8878914","PIK3R5",21.237,1,0,1,0,2,0,0.000598623166716552,0,2,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000318827477009805,0,-0.000000318827477009805,-100
"chr17*8965713:9021540","NTN1",65.828,3,0,4,0,1,0,0.000405186385737439,0,4,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000411432164383377,0,-0.000000411432164383377,-100
"chr17*9729687:9771432","DHRS7C",51.746,0,1,0,1,0,1,0,0.00176991150442478,0,1,1,90,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000362043636519966,0.000000362043636519966,Inf
"chr17*10198552:10300864","MYH13",112.313,2,0,2,0,1,0,0.000299311583358276,0,2,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000120572669757859,0,-0.000000120572669757859,-100
"chr17*10657310:10680330","SCO1",33.021,0,1,0,1,0,1,0,0.00395256916996047,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000567345326167049,0.000000567345326167049,Inf
"chr17*10711559:10713293","TMEM220",11.735,0,1,0,1,0,1,0,0.00128865979381443,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000159644738094266,0.00000159644738094266,Inf
"chr17*10838102:11241421","SHISA6",413.32,2,1,2,1,1,1,0.000241196333815726,0.000742390497401633,2,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000327636655823925,0.0000000453264057276738,0.0000000125627401452813,38.3435123084417
"chr17*11997511:12020816","MAP2K4",33.306,1,0,1,0,1,0,0.000182381907714755,0,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000203294875675771,0,-0.000000203294875675771,-100
"chr17*12143832:12549966","LINC00670",416.135,3,1,3,1,1,1,0.00105820105820106,0.0021978021978022,3,1,1,28,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.0000000488130471788523,0.0000000450197892880006,-0.00000000379325789085165,-7.77099179437222
"chr17*13018065:13494030","HS3ST3A1",485.966,4,2,4,2,1,1,0.000495785820525533,0.00584795321637427,4,2,1,60,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.0000000557317929999813,0.0000000771013199086444,0.0000000213695269086631,38.3435123084417
"chr17*13601943:14024496","CDRT15P1",432.554,6,2,6,2,1,3,0.00113636363636364,0.00471698113207547,6,4,1,14,0,0.25,0.428571428571429,FALSE,FALSE,TRUE,FALSE,0,0.0000000939203770524452,0.0000000866218322584562,-0.00000000729854479398894,-7.7709917943722
"chr17*14208680:14235671","CDRT15",36.992,1,0,1,0,5,0,0.000911909538573773,0,5,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000183037930613571,0,-0.000000183037930613571,-100
"chr17*14236863:14301048","HS3ST3B1",74.186,2,1,2,1,1,1,0.000241196333815726,0.00126903553299492,2,1,1,28,0,0,0.333333333333333,FALSE,FALSE,FALSE,FALSE,0,0.000000182539539246144,0.000000252531609944762,0.000000069992070698618,38.3435123084417
"chr17*14349405:15014803","LOC101928475",675.399,5,6,5,8,1,2,0.00255102040816327,0.00431034482758621,5,9,1,180,0,0.0972222222222223,0.51048951048951,FALSE,FALSE,TRUE,FALSE,0,0.0000000501254749359803,0.000000221905096280713,0.000000171779621344732,342.699239387013
"chr17*15052276:15104983","CDRT8",62.708,1,0,2,0,1,0,0.000307408545957578,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000215951365990216,0,-0.000000215951365990216,-100
"chr17*15106188:15229775","PMP22",133.588,0,1,0,1,0,1,0,0.00176991150442478,0,1,1,90,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000140239467731848,0.000000140239467731848,Inf
