seqnames,strand,position,sampleName,refGenome
chr18,-,56696224,TDN - PR_NR,hg38
chr11,+,110298701,TDN - PR_NR,hg38
chr2,+,60779226,TDN - PR_NR,hg38
chr10,-,7571641,TDN - PR_NR,hg38
chr22,-,30313605,TDN - PR_NR,hg38
chr8,-,31084364,TDN - PR_NR,hg38
chr13,-,97264405,TDN - PR_NR,hg38
chr20,+,29989654,TDN - PR_NR,hg38
chr1,-,1800883,TDN - PR_NR,hg38
chr6,-,31823732,TDN - PR_NR,hg38
chr10,+,47203275,TDN - PR_NR,hg38
chr5,+,181229403,TDN - PR_NR,hg38
chr10,+,87882692,TDN - PR_NR,hg38
chr17,+,5032240,TDN - PR_NR,hg38
chr12,-,296188,TDN - PR_NR,hg38
chr12,-,112283311,TDN - PR_NR,hg38
chr1,-,23762768,TDN - PR_NR,hg38
chr16,+,935528,TDN - PR_NR,hg38
chr19,+,4422042,TDN - PR_NR,hg38
chr17,+,81267015,TDN - PR_NR,hg38
chr19,-,49778385,TDN - PR_NR,hg38
chr19,-,53540230,TDN - PR_NR,hg38
chr3,+,47612593,TDN - PR_NR,hg38
chr8,-,73811552,TDN - PR_NR,hg38
chr9,+,76048350,TDN - PR_NR,hg38
chr16,-,30464933,TDN - PR_NR,hg38
chr3,+,193681076,TDN - PR_NR,hg38
chr22,-,50209004,TDN - PR_NR,hg38
chr20,-,63918869,TDN - PR_NR,hg38
chr14,+,100061837,TDN - PR_NR,hg38
chr17,-,80361486,TDN - PR_NR,hg38
chr7,+,87891908,TDN - PR_NR,hg38
chr20,+,35874732,TDN - PR_NR,hg38
chr10,-,14780135,TDN - PR_NR,hg38
chr2,+,98506023,TDN - PR_NR,hg38
chr5,-,151276777,TDN - PR_NR,hg38
chr22,+,42092684,TDN - PR_NR,hg38
chr6,+,35685474,TDN - PR_NR,hg38
chr3,+,45699909,TDN - PR_NR,hg38
chr12,+,94373981,TDN - PR_NR,hg38
chr6,-,145693754,TDN - PR_NR,hg38
chr22,+,20050646,TDN - PR_NR,hg38
chr10,-,20623996,TDN - PR_NR,hg38
chr7,-,100394575,TDN - PR_NR,hg38
chr3,-,183856221,TDN - PR_NR,hg38
chr1,+,154242132,TDN - PR_NR,hg38
chr11,-,244007,TDN - PR_NR,hg38
chr11,+,69876943,TDN - PR_NR,hg38
chr7,+,116892808,TDN - PR_NR,hg38
chr2,+,15174482,TDN - PR_NR,hg38
chr9,+,136931518,TDN - PR_NR,hg38
chr1,+,10752842,TDN - PR_NR,hg38
chr17,-,28669672,TDN - PR_NR,hg38
chr16,+,2262822,TDN - PR_NR,hg38
chr13,+,79331398,TDN - PR_NR,hg38
chr5,-,98859930,TDN - PR_NR,hg38
chr2,-,119945397,TDN - PR_NR,hg38
chr16,+,68197070,TDN - PR_NR,hg38
chr16,-,8826119,TDN - PR_NR,hg38
chr6,-,72707855,TDN - PR_NR,hg38
chr17,-,78062322,TDN - PR_NR,hg38
chr5,+,134126684,TDN - PR_NR,hg38
chr11,-,814418,TDN - PR_NR,hg38
chr3,+,47637741,TDN - PR_NR,hg38
chr5,+,13808703,TDN - PR_NR,hg38
chr21,-,14038905,TDN - PR_NR,hg38
chr15,+,24983135,TDN - PR_NR,hg38
chr7,-,5508323,TDN - PR_NR,hg38
chr1,-,158645983,TDN - PR_NR,hg38
chr5,-,159204091,TDN - PR_NR,hg38
chr3,-,44356175,TDN - PR_NR,hg38
chr19,+,10179379,TDN - PR_NR,hg38
chr12,+,29736654,TDN - PR_NR,hg38
chr4,-,98457452,TDN - PR_NR,hg38
chr1,+,80501864,TDN - PR_NR,hg38
chr2,+,25205846,TDN - PR_NR,hg38
chr4,+,163986485,TDN - PR_NR,hg38
chr17,+,2478340,TDN - PR_NR,hg38
chr2,-,98655197,TDN - PR_NR,hg38
chr19,+,1273066,TDN - PR_NR,hg38
chr21,-,46104607,TDN - PR_NR,hg38
chr2,+,165150089,TDN - PR_NR,hg38
chr11,+,77721799,TDN - PR_NR,hg38
chr17,+,29740756,TDN - PR_NR,hg38
chr1,+,151323840,TDN - PR_NR,hg38
chr2,+,230333253,TDN - PR_NR,hg38
chr9,+,136812728,TDN - PR_NR,hg38
chr9,-,3392979,TDN - PR_NR,hg38
chr16,-,29743291,TDN - PR_NR,hg38
chr2,-,68769310,TDN - PR_NR,hg38
chr19,-,4253406,TDN - PR_NR,hg38
chr3,-,186770776,TDN - PR_NR,hg38
chr8,-,124298406,TDN - PR_NR,hg38
chr8,-,16548340,TDN - PR_NR,hg38
chr6,-,26209711,TDN - PR_NR,hg38
chr18,-,3047805,TDN - PR_NR,hg38
chr1,+,15642053,TDN - PR_NR,hg38
chr1,+,198345623,TDN - PR_NR,hg38
chr12,+,53382933,TDN - PR_NR,hg38
chr3,+,18632575,TDN - PR_NR,hg38
chr17,-,81607284,TDN - PR_NR,hg38
chr14,-,45663560,TDN - PR_NR,hg38
chr2,-,181054085,TDN - PR_NR,hg38
chr22,+,41166653,TDN - PR_NR,hg38
chr11,+,64190665,TDN - PR_NR,hg38
chr9,+,34091589,TDN - PR_NR,hg38
chr3,+,37077743,TDN - PR_NR,hg38
chr15,-,82412256,TDN - PR_NR,hg38
chr19,-,12171065,TDN - PR_NR,hg38
chr11,+,96195471,TDN - PR_NR,hg38
chr15,-,92923200,TDN - PR_NR,hg38
chr1,-,1317201,TDN - PR_NR,hg38
chr2,+,148114329,TDN - PR_NR,hg38
chr12,-,110151672,TDN - PR_NR,hg38
chr19,+,2169612,TDN - PR_NR,hg38
chr14,+,88611251,TDN - PR_NR,hg38
chr14,+,59112925,TDN - PR_NR,hg38
chr17,-,40246799,TDN - PR_NR,hg38
chr17,-,75677908,TDN - PR_NR,hg38
chr17,+,44464640,TDN - PR_NR,hg38
chr11,+,17116365,TDN - PR_NR,hg38
chr19,-,49873862,TDN - PR_NR,hg38
chr12,-,19840982,TDN - PR_NR,hg38
chr9,-,104759012,TDN - PR_NR,hg38
chr22,-,40335945,TDN - PR_NR,hg38
chr4,+,88133876,TDN - PR_NR,hg38
chr6,-,45910852,TDN - PR_NR,hg38
chr8,-,134800645,TDN - PR_NR,hg38
chr2,-,160153994,TDN - PR_NR,hg38
chr10,+,12109890,TDN - PR_NR,hg38
chr19,+,57585991,TDN - PR_NR,hg38
chr7,-,105026581,TDN - PR_NR,hg38
chr19,-,45519202,TDN - PR_NR,hg38
chr7,-,98931849,TDN - PR_NR,hg38
chr17,+,81595819,TDN - PR_NR,hg38
chr9,-,70332119,TDN - PR_NR,hg38
chr19,+,11099516,TDN - PR_NR,hg38
chr16,-,69593191,TDN - PR_NR,hg38
chr11,-,67206756,TDN - PR_NR,hg38
chr4,-,70974906,TDN - PR_NR,hg38
chr17,+,48390634,TDN - PR_NR,hg38
chr9,-,136863807,TDN - PR_NR,hg38
chr16,+,56455087,TDN - PR_NR,hg38
chr12,+,106315480,TDN - PR_NR,hg38
chr17,+,62054385,TDN - PR_NR,hg38
chr3,+,73044563,TDN - PR_NR,hg38
chr12,+,106295204,TDN - PR_NR,hg38
chr8,+,143946112,TDN - PR_NR,hg38
chr1,-,155913974,TDN - PR_NR,hg38
chr3,-,36901709,TDN - PR_NR,hg38
chr12,-,1809692,TDN - PR_NR,hg38
chr15,-,34231342,TDN - PR_NR,hg38
chr5,+,69110284,TDN - PR_NR,hg38
chr11,-,43326839,TDN - PR_NR,hg38
chr22,-,38496771,TDN - PR_NR,hg38
chr4,-,73109974,TDN - PR_NR,hg38
chr7,+,617407,TDN - PR_NR,hg38
chr7,-,27787804,TDN - PR_NR,hg38
chr12,+,108554240,TDN - PR_NR,hg38
chrX,+,154746446,TDN - PR_NR,hg38
chr19,-,2098103,TDN - PR_NR,hg38
chr6,-,82183803,TDN - PR_NR,hg38
chr22,-,40204504,TDN - PR_NR,hg38
chr4,+,87049373,TDN - PR_NR,hg38
chr3,-,49770437,TDN - PR_NR,hg38
chr4,+,55898910,TDN - PR_NR,hg38
chr6,+,69768298,TDN - PR_NR,hg38
chr5,-,131375303,TDN - PR_NR,hg38
chr6,+,100557653,TDN - PR_NR,hg38
chr12,-,101727303,TDN - PR_NR,hg38
chr2,-,162275159,TDN - PR_NR,hg38
chr13,-,78423658,TDN - PR_NR,hg38
chr19,+,45858082,TDN - PR_NR,hg38
chr19,-,40086136,TDN - PR_NR,hg38
chr4,-,183696817,TDN - PR_NR,hg38
chr21,-,39265511,TDN - PR_NR,hg38
chr22,-,43091024,TDN - PR_NR,hg38
chr17,+,59364984,TDN - PR_NR,hg38
chr17,-,42604287,TDN - PR_NR,hg38
chr6,-,35634066,TDN - PR_NR,hg38
chr2,-,181847191,TDN - PR_NR,hg38
chr17,+,37200564,TDN - PR_NR,hg38
chr20,+,13734734,TDN - PR_NR,hg38
chr13,+,98028940,TDN - PR_NR,hg38
chr3,-,45423798,TDN - PR_NR,hg38
chr3,+,190533466,TDN - PR_NR,hg38
chr6,-,31892421,TDN - PR_NR,hg38
chr1,-,121566251,TDN - PR_NR,hg38
chr2,-,218683643,TDN - PR_NR,hg38
chr19,-,10549039,TDN - PR_NR,hg38
chr18,+,62855888,TDN - PR_NR,hg38
chr6,+,116703193,TDN - PR_NR,hg38
chr3,-,172127197,TDN - PR_NR,hg38
chr10,-,88905822,TDN - PR_NR,hg38
chr8,-,60817252,TDN - PR_NR,hg38
chr5,+,151791863,TDN - PR_NR,hg38
chr19,-,35889889,TDN - PR_NR,hg38
chr5,+,150728310,TDN - PR_NR,hg38
chr9,+,87717509,TDN - PR_NR,hg38
chr2,-,197058283,TDN - PR_NR,hg38
chr11,-,27299351,TDN - PR_NR,hg38
chr8,+,1871756,TDN - PR_NR,hg38
chr15,+,50594962,TDN - PR_NR,hg38
chr4,+,2718630,TDN - PR_NR,hg38
chr17,-,58438214,TDN - PR_NR,hg38
chr13,+,94619959,TDN - PR_NR,hg38
chr17,-,78044066,TDN - PR_NR,hg38
chr22,-,24987364,TDN - PR_NR,hg38
chr12,-,4748304,TDN - PR_NR,hg38
chr6,+,8432902,TDN - PR_NR,hg38
chr16,-,74929824,TDN - PR_NR,hg38
chr3,-,133656732,TDN - PR_NR,hg38
chr13,-,46032036,TDN - PR_NR,hg38
chr8,-,144520288,TDN - PR_NR,hg38
chr3,+,110715761,TDN - PR_NR,hg38
chr16,+,36337678,TDN - PR_NR,hg38
chr6,-,31409065,TDN - PR_NR,hg38
chr17,-,80596490,TDN - PR_NR,hg38
chr16,-,1411415,TDN - PR_NR,hg38
chr11,+,73698789,TDN - PR_NR,hg38
chr18,+,70649663,TDN - PR_NR,hg38
chr15,-,63638872,TDN - PR_NR,hg38
chr5,+,146048120,TDN - PR_NR,hg38
chr16,-,60053824,TDN - PR_NR,hg38
chr13,+,40582203,TDN - PR_NR,hg38
chr12,-,6597163,TDN - PR_NR,hg38
chr1,-,92580396,TDN - PR_NR,hg38
chr9,-,94413095,TDN - PR_NR,hg38
chr13,+,110698307,TDN - PR_NR,hg38
chr1,+,28373665,TDN - PR_NR,hg38
chr1,+,106341480,TDN - PR_NR,hg38
chr3,+,38181345,TDN - PR_NR,hg38
chr8,-,140749260,TDN - PR_NR,hg38
chr6,+,1083856,TDN - PR_NR,hg38
chr22,+,40203191,TDN - PR_NR,hg38
chr16,+,22247087,TDN - PR_NR,hg38
chr12,+,75388242,TDN - PR_NR,hg38
chrX,-,79233142,TDN - PR_NR,hg38
chr11,-,228630,TDN - PR_NR,hg38
chrX,-,134264356,TDN - PR_NR,hg38
chr17,-,80645173,TDN - PR_NR,hg38
chr7,+,110983180,TDN - PR_NR,hg38
chr19,+,38893407,TDN - PR_NR,hg38
chr5,-,123358153,TDN - PR_NR,hg38
chr20,+,63997761,TDN - PR_NR,hg38
chr17,+,46205705,TDN - PR_NR,hg38
chr5,+,34164249,TDN - PR_NR,hg38
chr10,-,110021875,TDN - PR_NR,hg38
chr19,+,48998860,TDN - PR_NR,hg38
chr13,+,99253550,TDN - PR_NR,hg38
chrX,-,132401634,TDN - PR_NR,hg38
chr10,+,164809,TDN - PR_NR,hg38
chr5,+,78213344,TDN - PR_NR,hg38
chr5,-,59030452,TDN - PR_NR,hg38
chr22,-,46717735,TDN - PR_NR,hg38
chrX,+,49840521,TDN - PR_NR,hg38
chr16,-,2260955,TDN - PR_NR,hg38
chr21,+,25754383,TDN - PR_NR,hg38
chr4,+,60149518,TDN - PR_NR,hg38
chr22,-,24465657,TDN - PR_NR,hg38
chr9,+,8922293,TDN - PR_NR,hg38
chr9,+,86003197,TDN - PR_NR,hg38
chr19,-,6845009,TDN - PR_NR,hg38
chr2,-,241709997,TDN - PR_NR,hg38
chr6,+,32643881,TDN - PR_NR,hg38
chr11,-,66161942,TDN - PR_NR,hg38
chr17,-,75903887,TDN - PR_NR,hg38
chr19,+,57197814,TDN - PR_NR,hg38
chr17,-,60828020,TDN - PR_NR,hg38
chr5,-,123574184,TDN - PR_NR,hg38
chr9,+,130764698,TDN - PR_NR,hg38
chr2,-,174209769,TDN - PR_NR,hg38
chr8,-,28690352,TDN - PR_NR,hg38
chr4,+,3135699,TDN - PR_NR,hg38
chr9,+,37779007,TDN - PR_NR,hg38
chr15,+,40479389,TDN - PR_NR,hg38
chr6,+,139151602,TDN - PR_NR,hg38
chr20,+,44951956,TDN - PR_NR,hg38
chr4,-,156300804,TDN - PR_NR,hg38
chr17,+,7223920,TDN - PR_NR,hg38
chr1,+,235456880,TDN - PR_NR,hg38
chr2,+,101458608,TDN - PR_NR,hg38
chr7,+,111183398,TDN - PR_NR,hg38
chr7,-,158789114,TDN - PR_NR,hg38
chr16,-,3230696,TDN - PR_NR,hg38
chr16,+,218452,TDN - PR_NR,hg38
chr20,+,63900388,TDN - PR_NR,hg38
chr10,-,110926985,TDN - PR_NR,hg38
chr15,+,50944606,TDN - PR_NR,hg38
chr16,-,68226541,TDN - PR_NR,hg38
chr1,+,235835187,TDN - PR_NR,hg38
chr17,+,78085545,TDN - PR_NR,hg38
chr11,-,62877353,TDN - PR_NR,hg38
chr1,-,186367948,TDN - PR_NR,hg38
chr15,-,50392032,TDN - PR_NR,hg38
chr12,+,30689813,TDN - PR_NR,hg38
chr12,+,53388052,TDN - PR_NR,hg38
chr3,-,20178947,TDN - PR_NR,hg38
chr19,-,14387837,TDN - PR_NR,hg38
chr3,+,27302270,TDN - PR_NR,hg38
chr8,-,98151405,TDN - PR_NR,hg38
chr12,+,49021864,TDN - PR_NR,hg38
chr2,+,181480711,TDN - PR_NR,hg38
chr19,+,48211963,TDN - PR_NR,hg38
chr13,-,20024575,TDN - PR_NR,hg38
chr2,+,188519249,TDN - PR_NR,hg38
chr5,-,180579266,TDN - PR_NR,hg38
chr12,+,116095448,TDN - PR_NR,hg38
chr5,-,109366595,TDN - PR_NR,hg38
chr17,-,12112578,TDN - PR_NR,hg38
chr16,+,75655400,TDN - PR_NR,hg38
chr4,-,42547723,TDN - PR_NR,hg38
chr1,-,155411361,TDN - PR_NR,hg38
chr17,+,5348268,TDN - PR_NR,hg38
chr7,-,87027511,TDN - PR_NR,hg38
chr17,-,14134677,TDN - PR_NR,hg38
chr19,-,7217683,TDN - PR_NR,hg38
chr21,-,31474660,TDN - PR_NR,hg38
chr10,-,31398566,TDN - PR_NR,hg38
chr17,-,75394525,TDN - PR_NR,hg38
chr22,+,23107411,TDN - PR_NR,hg38
chrX,-,153965734,TDN - PR_NR,hg38
chr7,-,93998510,TDN - PR_NR,hg38
chr5,+,179568922,TDN - PR_NR,hg38
chr17,-,5389820,TDN - PR_NR,hg38
chr1,-,11993360,TDN - PR_NR,hg38
chr9,+,131664790,TDN - PR_NR,hg38
chr17,-,46080970,TDN - PR_NR,hg38
chr6,+,35667167,TDN - PR_NR,hg38
chr17,-,2278013,TDN - PR_NR,hg38
chr8,+,144174991,TDN - PR_NR,hg38
chr11,-,18472600,TDN - PR_NR,hg38
chr4,-,63835448,TDN - PR_NR,hg38
chr8,+,144194391,TDN - PR_NR,hg38
chr13,-,45991455,TDN - PR_NR,hg38
chr17,+,59765436,TDN - PR_NR,hg38
chr21,+,28655497,TDN - PR_NR,hg38
chr12,-,104332514,TDN - PR_NR,hg38
chr4,+,117390098,TDN - PR_NR,hg38
chr5,-,126780172,TDN - PR_NR,hg38
chr16,-,432051,TDN - PR_NR,hg38
chr5,+,78273758,TDN - PR_NR,hg38
chr6,-,73753063,TDN - PR_NR,hg38
chr3,+,47615509,TDN - PR_NR,hg38
chr8,-,59096849,TDN - PR_NR,hg38
chr3,+,3150986,TDN - PR_NR,hg38
chr13,+,32750364,TDN - PR_NR,hg38
chr1,+,41296200,TDN - PR_NR,hg38
chr1,+,24657027,TDN - PR_NR,hg38
chr2,+,37266001,TDN - PR_NR,hg38
chr7,-,100061312,TDN - PR_NR,hg38
chr19,+,9347507,TDN - PR_NR,hg38
chr17,-,82058578,TDN - PR_NR,hg38
chr17,-,81593945,TDN - PR_NR,hg38
chr14,-,90152308,TDN - PR_NR,hg38
chr1,+,52492561,TDN - PR_NR,hg38
chr10,-,33218585,TDN - PR_NR,hg38
chr17,+,76741947,TDN - PR_NR,hg38
chr3,+,47623174,TDN - PR_NR,hg38
chr12,+,105352449,TDN - PR_NR,hg38
chr2,-,48850082,TDN - PR_NR,hg38
chr16,-,58200540,TDN - PR_NR,hg38
chr9,+,35766675,TDN - PR_NR,hg38
chr1,-,44926001,TDN - PR_NR,hg38
chr2,-,172566997,TDN - PR_NR,hg38
chr8,-,81040414,TDN - PR_NR,hg38
chr10,-,13053537,TDN - PR_NR,hg38
chr17,-,61808498,TDN - PR_NR,hg38
chr19,-,10979698,TDN - PR_NR,hg38
chr19,-,13953485,TDN - PR_NR,hg38
chr1,+,86373365,TDN - PR_NR,hg38
chr14,+,34851511,TDN - PR_NR,hg38
chr19,-,10174805,TDN - PR_NR,hg38
chr16,-,28467808,TDN - PR_NR,hg38
chr5,+,156968168,TDN - PR_NR,hg38
chr9,-,27942206,TDN - PR_NR,hg38
chr1,+,32659187,TDN - PR_NR,hg38
chr22,-,40794234,TDN - PR_NR,hg38
chr9,+,33399369,TDN - PR_NR,hg38
chr12,-,6932281,TDN - PR_NR,hg38
chr2,-,238077292,TDN - PR_NR,hg38
chr10,-,60708072,TDN - PR_NR,hg38
chr19,-,49516929,TDN - PR_NR,hg38
chr2,-,161318984,TDN - PR_NR,hg38
chr2,-,55290510,TDN - PR_NR,hg38
chr3,+,47619959,TDN - PR_NR,hg38
chr1,+,30993385,TDN - PR_NR,hg38
chr3,+,138428,TDN - PR_NR,hg38
chr5,-,53637804,TDN - PR_NR,hg38
chr6,-,104733651,TDN - PR_NR,hg38
chr14,-,74153358,TDN - PR_NR,hg38
chr19,+,4648493,TDN - PR_NR,hg38
chr7,-,131403478,TDN - PR_NR,hg38
chr14,+,68013506,TDN - PR_NR,hg38
chr18,+,41974831,TDN - PR_NR,hg38
chr14,+,104719623,TDN - PR_NR,hg38
chr1,+,44864385,TDN - PR_NR,hg38
chr12,-,7204907,TDN - PR_NR,hg38
chr19,-,12330967,TDN - PR_NR,hg38
chr19,-,21252560,TDN - PR_NR,hg38
chr20,+,62931290,TDN - PR_NR,hg38
chr2,+,94815819,TDN - PR_NR,hg38
chr18,+,79743218,TDN - PR_NR,hg38
chr21,+,46499992,TDN - PR_NR,hg38
chr13,-,33549062,TDN - PR_NR,hg38
chr17,+,40047529,TDN - PR_NR,hg38
chr1,+,2058751,TDN - PR_NR,hg38
chr11,-,67222301,TDN - PR_NR,hg38
chr11,+,129737199,TDN - PR_NR,hg38
chr9,-,132045924,TDN - PR_NR,hg38
chr2,+,155588474,TDN - PR_NR,hg38
chr12,+,122920083,TDN - PR_NR,hg38
chr3,+,71312699,TDN - PR_NR,hg38
chr6,-,32864302,TDN - PR_NR,hg38
chr4,-,169686024,TDN - PR_NR,hg38
chr11,-,108086337,TDN - PR_NR,hg38
chr17,-,47537184,TDN - PR_NR,hg38
chr11,+,67185463,TDN - PR_NR,hg38
chr17,+,42384367,TDN - PR_NR,hg38
chr17,+,4539078,TDN - PR_NR,hg38
chr9,+,130000803,TDN - PR_NR,hg38
chr1,-,247148951,TDN - PR_NR,hg38
chr3,+,47608100,TDN - PR_NR,hg38
chr11,-,72730415,TDN - PR_NR,hg38
chr2,+,191909657,TDN - PR_NR,hg38
chr11,-,119229216,TDN - PR_NR,hg38
chr7,+,36695014,TDN - PR_NR,hg38
chr17,-,78219157,TDN - PR_NR,hg38
chr3,-,88152119,TDN - PR_NR,hg38
chr7,-,102929641,TDN - PR_NR,hg38
chr9,-,43442957,TDN - PR_NR,hg38
chr22,+,34158189,TDN - PR_NR,hg38
chr7,-,107478341,TDN - PR_NR,hg38
chr1,-,45746276,TDN - PR_NR,hg38
chr16,+,83801023,TDN - PR_NR,hg38
chr1,+,2154432,TDN - PR_NR,hg38
chr17,-,29328812,TDN - PR_NR,hg38
chr19,-,13130905,TDN - PR_NR,hg38
chr10,+,27533169,TDN - PR_NR,hg38
chr6,+,154340307,TDN - PR_NR,hg38
chr16,-,2050840,TDN - PR_NR,hg38
chr14,+,56626293,TDN - PR_NR,hg38
chr1,-,41937085,TDN - PR_NR,hg38
chr4,+,102815725,TDN - PR_NR,hg38
chr11,-,118381298,TDN - PR_NR,hg38
chr17,-,50003944,TDN - PR_NR,hg38
chr12,+,102037880,TDN - PR_NR,hg38
chr2,-,231155566,TDN - PR_NR,hg38
chr1,+,12155770,TDN - PR_NR,hg38
chr10,-,69004111,TDN - PR_NR,hg38
chr3,-,158276693,TDN - PR_NR,hg38
chr22,-,42257086,TDN - PR_NR,hg38
chr11,-,96276763,TDN - PR_NR,hg38
chr4,-,46093050,TDN - PR_NR,hg38
chr19,-,57908101,TDN - PR_NR,hg38
chr11,-,31506210,TDN - PR_NR,hg38
chr8,-,108486588,TDN - PR_NR,hg38
chrX,-,39819863,TDN - PR_NR,hg38
chr13,-,36296377,TDN - PR_NR,hg38
chr17,-,58237788,TDN - PR_NR,hg38
chr8,+,6723576,TDN - PR_NR,hg38
chr6,+,88849849,TDN - PR_NR,hg38
chr3,-,120763657,TDN - PR_NR,hg38
chr3,-,170241459,TDN - PR_NR,hg38
chr8,-,60978884,TDN - PR_NR,hg38
chr16,-,89762018,TDN - PR_NR,hg38
chr2,-,148029194,TDN - PR_NR,hg38
chr17,-,66559231,TDN - PR_NR,hg38
chr8,-,120426541,TDN - PR_NR,hg38
chr7,+,84004976,TDN - PR_NR,hg38
chr8,-,144310807,TDN - PR_NR,hg38
chr5,+,83143438,TDN - PR_NR,hg38
chr6,+,157175080,TDN - PR_NR,hg38
chr5,+,55970897,TDN - PR_NR,hg38
chr3,+,151187285,TDN - PR_NR,hg38
chr16,+,1633023,TDN - PR_NR,hg38
chr11,-,77328277,TDN - PR_NR,hg38
chrX,-,40135372,TDN - PR_NR,hg38
chr11,-,66150518,TDN - PR_NR,hg38
chr9,-,136883859,TDN - PR_NR,hg38
chr11,+,4790219,TDN - PR_NR,hg38
chr16,-,21811898,TDN - PR_NR,hg38
chr8,+,144303155,TDN - PR_NR,hg38
chr8,-,133053259,TDN - PR_NR,hg38
chr1,-,197159612,TDN - PR_NR,hg38
chr12,-,120801458,TDN - PR_NR,hg38
chrX,-,87706809,TDN - PR_NR,hg38
chr16,+,454236,TDN - PR_NR,hg38
chr17,-,39539354,TDN - PR_NR,hg38
chr12,-,55800955,TDN - PR_NR,hg38
chr13,+,100307650,TDN - PR_NR,hg38
chr16,-,89650390,TDN - PR_NR,hg38
chr18,-,62564455,TDN - PR_NR,hg38
chr19,-,19603815,TDN - PR_NR,hg38
chr6,-,29909291,TDN - PR_NR,hg38
chr16,-,11110678,TDN - PR_NR,hg38
chr8,-,131932591,TDN - PR_NR,hg38
chr19,-,2442104,TDN - PR_NR,hg38
chr15,-,76276978,TDN - PR_NR,hg38
chr3,-,49993185,TDN - PR_NR,hg38
chr7,+,18036020,TDN - PR_NR,hg38
chr7,+,56035156,TDN - PR_NR,hg38
chr3,+,133629281,TDN - PR_NR,hg38
chr1,-,155383277,TDN - PR_NR,hg38
chr8,+,65853727,TDN - PR_NR,hg38
chr11,-,43907187,TDN - PR_NR,hg38
chr17,-,6621794,TDN - PR_NR,hg38
chr19,+,49604055,TDN - PR_NR,hg38
chr13,+,24441274,TDN - PR_NR,hg38
chr8,+,17970483,TDN - PR_NR,hg38
chr10,+,37914768,TDN - PR_NR,hg38
chr4,-,67326890,TDN - PR_NR,hg38
chr12,+,38702979,TDN - PR_NR,hg38
chr19,-,11099441,TDN - PR_NR,hg38
chr6,-,16708972,TDN - PR_NR,hg38
chr12,+,51816006,TDN - PR_NR,hg38
chr8,-,144194483,TDN - PR_NR,hg38
chr1,-,248929498,TDN - PR_NR,hg38
chr19,+,49317423,TDN - PR_NR,hg38
chr3,+,188327117,TDN - PR_NR,hg38
chr5,-,137154246,TDN - PR_NR,hg38
chr1,-,3831231,TDN - PR_NR,hg38
chr16,-,53230911,TDN - PR_NR,hg38
chr8,-,125928884,TDN - PR_NR,hg38
chr8,-,63188043,TDN - PR_NR,hg38
chr13,+,39052980,TDN - PR_NR,hg38
chr6,-,106209879,TDN - PR_NR,hg38
chr10,-,100207168,TDN - PR_NR,hg38
chr17,-,46610076,TDN - PR_NR,hg38
chr22,-,50352412,TDN - PR_NR,hg38
chrX,-,154746117,TDN - PR_NR,hg38
chr7,-,5003481,TDN - PR_NR,hg38
chr8,+,117051697,TDN - PR_NR,hg38
chr1,-,202500069,TDN - PR_NR,hg38
chr12,+,75113143,TDN - PR_NR,hg38
chr16,-,89977559,TDN - PR_NR,hg38
chrX,+,48042046,TDN - PR_NR,hg38
chr20,+,38832656,TDN - PR_NR,hg38
chr16,+,226550,TDN - PR_NR,hg38
chr12,+,94167396,TDN - PR_NR,hg38
chr5,-,54058265,TDN - PR_NR,hg38
chr7,+,2895291,TDN - PR_NR,hg38
chr10,+,96953585,TDN - PR_NR,hg38
chr9,-,98843375,TDN - PR_NR,hg38
chr17,+,32309340,TDN - PR_NR,hg38
chr5,+,160472327,TDN - PR_NR,hg38
chr11,+,64276355,TDN - PR_NR,hg38
chr8,+,130315662,TDN - PR_NR,hg38
chr16,+,28122399,TDN - PR_NR,hg38
chr6,-,12043004,TDN - PR_NR,hg38
chr12,+,47297227,TDN - PR_NR,hg38
chr9,-,133413139,TDN - PR_NR,hg38
chr16,-,50290366,TDN - PR_NR,hg38
chr6,-,42594817,TDN - PR_NR,hg38
chr17,+,81633740,TDN - PR_NR,hg38
chr1,+,37499037,TDN - PR_NR,hg38
chr12,-,50364368,TDN - PR_NR,hg38
chr6,-,70245727,TDN - PR_NR,hg38
chr11,-,77708072,TDN - PR_NR,hg38
chr5,+,96792677,TDN - PR_NR,hg38
chr16,+,25294090,TDN - PR_NR,hg38
chrX,-,57338757,TDN - PR_NR,hg38
chr5,-,177634515,TDN - PR_NR,hg38
chr2,+,27977333,TDN - PR_NR,hg38
chr3,-,48458964,TDN - PR_NR,hg38
chr18,+,54368368,TDN - PR_NR,hg38
chr19,-,48622802,TDN - PR_NR,hg38
chr6,+,33661738,TDN - PR_NR,hg38
chr16,+,67289388,TDN - PR_NR,hg38
chr12,+,111979015,TDN - PR_NR,hg38
chr16,+,22224875,TDN - PR_NR,hg38
chr1,-,113770884,TDN - PR_NR,hg38
chr3,+,31635003,TDN - PR_NR,hg38
chr17,+,35525723,TDN - PR_NR,hg38
chr14,+,74100898,TDN - PR_NR,hg38
chr12,-,838904,TDN - PR_NR,hg38
chr1,-,214622782,TDN - PR_NR,hg38
chr7,+,37246056,TDN - PR_NR,hg38
chr14,-,60822268,TDN - PR_NR,hg38
chrX,+,153039245,TDN - PR_NR,hg38
chr11,-,65208773,TDN - PR_NR,hg38
chr17,+,19543325,TDN - PR_NR,hg38
chr13,+,20826396,TDN - PR_NR,hg38
