"loci","gene_name","gene_ort","gene_width","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_peak_abund","TP_peak_abund","TDN_peak_relAbund","TP_peak_relAbund","TDN_sum_abund","TP_sum_abund","long_count","max_time","max_span","abund_gini","ort_fisher_test","On_Onco_List","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min","TDN_freq","TP_freq","freq_diff","pct_chg"
"chr3-129647791:129893576","TMCC1","-",255.786,4,5,4,7,2,2,0.00169779286926995,0.00515463917525773,5,9,1,90,0,0.158730158730159,0.575757575757576,FALSE,FALSE,FALSE,FALSE,0,0.000000244062684570804,0.00000062730084787929,0.000000383238163308487,157.024480814193
"chr12-94567123:94650562","TMCC3","-",93.44,2,1,2,1,1,1,0.00149700598802395,0.0021978021978022,2,1,1,28,0,0,0.333333333333333,FALSE,FALSE,FALSE,FALSE,0,0.000000334052963589617,0.000000245313684374468,-0.0000000887392792151485,-26.5644340530876
"chr1-165724290:165768922","TMCO1","-",54.633,1,4,1,4,1,1,0.000241196333815726,0.00598802395209581,1,4,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000285668999668824,0.00000167826117313348,0.00000139259217346465,487.484527575299
"chr13+113490992:113550229","TMCO3","+",69.238,1,1,1,1,1,1,0.000405186385737439,0.00026581605528974,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000225410243780971,0.000000331062576445742,0.000000105652332664771,46.8711318938248
"chr1-19682212:19799917","TMCO4","-",127.706,1,0,1,0,1,0,0.000509164969450102,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000012221003287948,0,-0.00000012221003287948,-100
"chr14-75131467:75176646","TMED10","-",55.18,2,3,2,4,1,1,0.000509164969450102,0.0031055900621118,2,4,1,180,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000565674318916524,0.00000166162455005077,0.00000109595023113424,193.74226378765
"chr8+144994864:144998897","TMED10P1","+",14.034,5,3,5,3,2,1,0.00113636363636364,0.000848176420695505,6,3,1,50,0,0,0.196428571428571,FALSE,FALSE,FALSE,FALSE,0,0.00000556040845764105,0.00000489998090379442,-0.000000660427553846625,-11.8773208637051
"chr4-1115196:1123164","TMED11P","-",17.969,2,0,2,0,1,0,0.000958772770853308,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000173709771928398,0,-0.00000173709771928398,-100
"chr12+123584528:123598144","TMED2","+",23.617,0,1,0,2,0,7,0,0.00088821215581779,0,8,1,14,0,0.375,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000194115346300972,0.00000194115346300972,Inf
"chr15+79311061:79413886","TMED3","+",112.826,1,0,1,0,1,0,0.000278009452321379,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000013832764131412,0,-0.00000013832764131412,-100
"chr7-44577894:44582295","TMED4","-",14.402,0,1,0,1,0,1,0,0.000410004100041,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000159159218635955,0.00000159159218635955,Inf
"chr1-93149741:93180689","TMED5","-",40.949,1,2,1,2,1,2,0.000282406099971759,0.00143266475644699,1,3,1,14,0,0.166666666666667,0.333333333333333,FALSE,FALSE,FALSE,FALSE,0,0.000000381131516249649,0.00000111954434383991,0.000000738412827590264,193.74226378765
"chr16-69343245:69351809","TMED6","-",18.565,0,1,0,1,0,1,0,0.00026581605528974,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000123469489189067,0.00000123469489189067,Inf
"chr5-115613207:115626179","TMED7","-",22.973,5,2,5,2,1,2,0.00149700598802395,0.000716332378223496,5,3,1,14,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.00000339680373893416,0.00000199556963983374,-0.00000140123409910042,-41.2515472424701
"chr5-115578495:115626179","TMED7-TICAM2","-",57.685,5,2,5,2,1,2,0.00149700598802395,0.000716332378223496,5,3,1,14,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.00000135277407115428,0.000000794733836108184,-0.000000558040235046092,-41.2515472424701
"chr14-77335020:77377109","TMED8","-",52.09,0,1,0,1,0,1,0,0.00126903553299492,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000440048198655218,0.000000440048198655218,Inf
"chr9+100473237:100577636","TMEFF1","+",114.4,2,2,2,2,1,2,0.000847457627118644,0.000742390497401633,2,3,1,14,0,0.166666666666667,0.333333333333333,FALSE,FALSE,FALSE,FALSE,0,0.000000272848854176694,0.000000400736200488642,0.000000127887346311948,46.8711318938248
"chr2-191949045:192194933","TMEFF2","-",255.889,1,1,1,1,1,1,0.000495785820525533,0.000243368216110976,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000609911112197355,0.000000089578335403047,0.0000000285872241833116,46.8711318938248
"chr17-44011187:44023151","TMEM101","-",21.965,0,1,0,1,0,1,0,0.000957854406130268,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000104357435319601,0.00000104357435319601,Inf
"chr17+74776482:74839783","TMEM104","+",73.302,3,0,3,0,1,0,0.000282406099971759,0,3,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0,0.000000638739234628259,0,-0.000000638739234628259,-100
"chr17+43211826:43220037","TMEM106A","+",18.212,2,2,2,2,3,1,0.000723589001447178,0.00598802395209581,4,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000171391988347319,0.0000025172535326104,0.000000803333649137208,46.8711318938248
"chr7+12211221:12237264","TMEM106B","+",36.044,4,5,5,7,1,2,0.000428265524625268,0.000911577028258888,5,8,1,21,0,0.107142857142857,1,FALSE,FALSE,FALSE,FALSE,0,0.00000216498646916365,0.00000445163618565232,0.00000228664971648867,105.619584651355
"chr17-8172978:8176396","TMEM107","-",13.419,1,0,1,0,1,0,0.000294464075382803,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000116304899462753,0,-0.00000116304899462753,-100
"chr3+133038287:133397775","TMEM108","+",369.489,0,1,0,1,0,1,0,0.00354609929078014,0,1,1,150,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.0000000620373290353713,0.0000000620373290353713,Inf
"chr3-133246447:133257121","TMEM108-AS1","-",20.675,0,1,0,1,0,1,0,0.00354609929078014,0,1,1,150,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.0000011086873358138,0.0000011086873358138,Inf
"chr11+60913898:60923443","TMEM109","+",19.546,1,0,1,0,1,0,0.000405186385737439,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000798473061440033,0,-0.000000798473061440033,-100
"chr3-52836755:52897581","TMEM110","-",70.827,1,1,1,1,1,1,0.000405186385737439,0.000442086648983201,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000220353176880383,0.00000032363520504822,0.000000103282028167837,46.8711318938248
"chr3-52833114:52897581","TMEM110-MUSTN1","-",74.468,1,1,1,1,1,1,0.000405186385737439,0.000442086648983201,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000209579342253141,0.000000307811552182821,0.0000000982322099296801,46.8711318938248
"chr3-50354748:50359508","TMEM115","-",14.761,1,0,1,0,1,0,0.000428265524625268,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000105731010493238,0,-0.00000105731010493238,-100
"chr12-111931282:112013219","TMEM116","-",91.938,6,4,9,10,1,2,0.00166112956810631,0.0101522842639594,9,12,1,1095,0,0.133333333333334,0.169802333889021,FALSE,FALSE,FALSE,FALSE,0,0.00000152779688627294,0.00000249321397767521,0.000000965417091402261,63.1901465486942
"chr12+43835860:44389762","TMEM117","+",563.903,1,0,1,0,1,0,0.000495785820525533,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000276766650627978,0,-0.0000000276766650627978,-100
"chr12+121712751:121782068","TMEM120B","+",79.318,4,2,4,3,3,2,0.00169779286926995,0.00126903553299492,7,4,1,28,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.000000787057387170977,0.000000866970069893983,0.0000000799126827230056,10.1533489203686
"chr11-102396324:102453044","TMEM123","-",66.721,2,3,2,8,2,21,0.000991571641051066,0.0177935943060498,3,46,4,120,106,0.6171875,1,FALSE,FALSE,FALSE,FALSE,0,0.000000467827354473311,0.00000274841332329555,0.00000228058596882224,487.484527575299
"chr11+85647918:85656553","TMEM126A","+",18.636,1,1,1,1,1,1,0.000241196333815726,0.000243368216110976,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000837462677554566,0.00000122999091371272,0.000000392528236158157,46.8711318938248
"chr11+85628572:85636539","TMEM126B","+",17.968,1,0,1,0,1,0,0.000217580504786771,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000086859719829179,0,-0.00000086859719829179,-100
"chr2-96250207:96266013","TMEM127","-",25.807,0,2,0,2,0,1,0,0.000265886732252061,0,2,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000177642582771731,0.00000177642582771731,Inf
"chr7-98846487:98870050","TMEM130","-",33.564,1,0,1,0,1,0,0.000278009452321379,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000464990896761616,0,-0.000000464990896761616,-100
"chr2-97756337:97995891","TMEM131","-",249.555,12,4,14,8,2,11,0.00332225913621262,0.00169635284139101,15,24,2,21,7,0.477272727272727,0.674922600619195,FALSE,FALSE,FALSE,FALSE,0,0.000000875547925005295,0.000000734815512987528,-0.000000140732412017768,-16.0736389178144
"chr12+125326615:125662377","TMEM132B","+",345.763,1,2,1,2,1,1,0.000241196333815726,0.00108108108108108,1,2,1,121,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000451377228301087,0.000000132588568863356,0.0000000874508460332474,193.74226378765
"chr12+128267402:128707915","TMEM132C","+",450.514,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.0000000508799075454932,0.0000000508799075454932,Inf
"chr12-129071725:129903667","TMEM132D","-",841.943,2,3,2,3,1,1,0.000495785820525533,0.00241545893719807,2,3,1,60,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000370736604708558,0.0000000816757571520292,0.0000000446020966811734,120.306697840737
"chr17+34580748:34639318","TMEM132E","+",68.571,0,1,0,1,0,1,0,0.00584795321637427,0,1,1,60,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000334282869842212,0.000000334282869842212,Inf
"chr11-67464347:67469277","TMEM134","-",14.931,3,0,3,0,1,0,0.00101010101010101,0,3,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000313581564374259,0,-0.00000313581564374259,-100
"chr11+87037843:87328834","TMEM135","+",300.992,11,5,13,12,8,3,0.00407331975560081,0.00257731958762887,20,17,1,28,0,0.230392156862745,0.428307982231794,FALSE,FALSE,FALSE,FALSE,0,0.000000674072427060485,0.000000913862587761149,0.000000239790160700663,35.5733525173767
"chr11+61362000:61369503","TMEM138","+",17.504,1,2,1,2,1,1,0.000299311583358276,0.00126903553299492,1,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000891622169727313,0.00000261907114578957,0.00000172744897606226,193.74226378765
"chr7+143284898:143288049","TMEM139","+",13.152,0,1,0,1,0,7,0,0.00320512820512821,0,13,2,50,22,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000174286121258746,0.00000174286121258746,Inf
"chr7+135148013:135166215","TMEM140","+",28.203,1,1,1,1,1,1,0.000217580504786771,0.000243368216110976,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000553379231248693,0.000000812754340600302,0.000000259375109351609,46.8711318938248
"chr9+136791324:136793317","TMEM141","+",11.994,1,1,1,1,1,1,0.000805152979066023,0.000848176420695505,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000013012301533189,0.00000191113145472322,0.00000060990130140432,46.8711318938248
"chr19-48332355:48364237","TMEM143","-",41.883,3,3,3,4,2,1,0.000598623166716552,0.000911577028258888,5,4,1,21,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000111789660188431,0.00000218915652345346,0.00000107125992156915,95.8281758584331
"chr4+158210248:158255287","TMEM144","+",55.04,0,1,0,1,0,1,0,0.00288184438040346,0,1,1,547.5,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000041646276649619,0.00000041646276649619,Inf
"chr19+35545599:35547527","TMEM147","+",11.929,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000192154503042588,0.00000192154503042588,Inf
"chr19-35540737:35546029","TMEM147-AS1","-",15.293,0,1,0,1,0,1,0,0.0000632911392405063,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000149886292211798,0.00000149886292211798,Inf
"chr6+52671085:52686587","TMEM14A","+",25.503,1,0,1,0,1,0,0.000495785820525533,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000611965433827663,0,-0.000000611965433827663,-100
"chr6+10722914:10731129","TMEM14C","+",18.216,0,1,0,1,0,1,0,0.00353356890459364,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000125835038800781,0.00000125835038800781,Inf
"chr3-152339697:152340990","TMEM14EP","-",11.294,4,2,4,2,3,1,0.00152749490835031,0.000311720698254364,7,2,1,14,0,0,0.466666666666667,FALSE,FALSE,FALSE,FALSE,0,0.00000552752061586927,0.00000405916604709586,-0.00000146835456877341,-26.5644340530876
"chr19-55312800:55325340","TMEM150B","-",22.541,1,1,1,1,1,1,0.00101010101010101,0.00892857142857143,1,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000692380748809143,0.00000101690744279093,0.000000324526693981785,46.8711318938248
"chr4-82484450:82561973","TMEM150C","-",87.524,1,0,1,0,1,0,0.000477326968973747,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000178316284206696,0,-0.000000178316284206696,-100
"chr4-152626113:152680165","TMEM154","-",64.053,1,1,1,1,1,1,0.00149700598802395,0.00276243093922652,1,2,2,28,7,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000243656885062478,0.000000357861625028497,0.000000114204739966019,46.8711318938248
"chr4-121758932:121765400","TMEM155","-",16.469,1,0,1,0,1,0,0.000365764447695684,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000947656473307844,0,-0.000000947656473307844,-100
"chr4-38966745:39032421","TMEM156","-",75.677,4,3,4,4,2,1,0.00113636363636364,0.0021978021978022,6,4,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000824924585219123,0.00000121157607558176,0.000000386651490362642,46.8711318938248
"chr16+21158376:21180616","TMEM159","+",32.241,1,1,1,1,1,1,0.00105820105820106,0.0023094688221709,1,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000484071662135383,0.000000710961529355489,0.000000226889867220105,46.8711318938248
"chr19-47045908:47048624","TMEM160","-",12.717,1,0,1,0,1,0,0.000428265524625268,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000122725127458574,0,-0.00000122725127458574,-100
"chr19-19119615:19138501","TMEM161A","-",28.887,0,1,0,1,0,1,0,0.00257731958762887,0,1,1,60,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000793509560284914,0.000000793509560284914,Inf
"chr5-88189632:88268879","TMEM161B","-",89.248,8,5,11,7,2,3,0.00169779286926995,0.00087260034904014,12,9,1,14,0,0.19047619047619,1,FALSE,FALSE,FALSE,FALSE,0,0.00000192358931346334,0.0000017978528894278,-0.000000125736424035538,-6.53655243120242
"chr5+88268881:88436674","TMEM161B-AS1","+",177.794,4,2,4,2,1,1,0.000847457627118644,0.000311720698254364,4,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000351124435220691,0.000000257850216182214,-0.0000000932742190384768,-26.5644340530876
"chr2-134455758:134719001","TMEM163","-",273.244,0,1,0,2,0,1,0,0.0108695652173913,0,2,1,360,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000167777595613813,0.000000167777595613813,Inf
"chrX+110002634:110177788","TMEM164","+",185.155,3,0,5,0,2,0,0.00113636363636364,0,6,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000421456467794737,0,-0.000000421456467794737,-100
"chr4+55395912:55426175","TMEM165","+",40.264,1,3,2,3,1,2,0.000405186385737439,0.00387596899224806,2,5,1,14,0,0.166666666666667,0.4,FALSE,FALSE,FALSE,FALSE,0,0.000000775231197044848,0.00000170788625084072,0.000000932655053795876,120.306697840737
"chr5-83052845:83077453","TMEM167A","-",34.609,3,2,3,2,3,2,0.00398936170212766,0.000354233085370174,5,3,1,14,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.00000135285224585283,0.00000132463293755672,-0.0000000282193082961097,-2.08591207078349
"chr7-112762381:112790423","TMEM168","-",38.043,0,2,0,2,0,4,0,0.000973472864443904,0,6,2,28,14,0.3,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000120506325305314,0.00000120506325305314,Inf
"chr2+216081865:216102783","TMEM169","+",30.919,1,2,1,2,1,1,0.00132978723404255,0.0031055900621118,1,2,1,180,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000504769056531805,0.00000148272005355609,0.00000097795099702428,193.74226378765
"chr16-75443243:75464737","TMEM170A","-",31.495,0,1,0,1,0,1,0,0.00126903553299492,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000727801577010646,0.000000727801577010646,Inf
"chr4+932386:958655","TMEM175","+",36.27,6,3,6,3,1,2,0.000495785820525533,0.00153727901614143,6,5,1,28,0,0.133333333333333,1,FALSE,FALSE,FALSE,FALSE,0,0.00000258179560941388,0.00000189595621736562,-0.000000685839392048261,-26.5644340530876
"chr2+39665497:39717963","TMEM178A","+",62.467,1,0,1,0,1,0,0.000241196333815726,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000249843188546063,0,-0.000000249843188546063,-100
"chr7+141074231:141480379","TMEM178B","+",416.149,2,4,2,4,1,1,0.000428265524625268,0.00288184438040346,2,4,1,547.5,0,0,0.333333333333333,FALSE,FALSE,FALSE,FALSE,0,0.0000000750065695647803,0.000000220325995429044,0.000000145319425864264,193.74226378765
"chr11+62787401:62790400","TMEM179B","+",13,2,1,2,1,1,1,0.000805152979066023,0.000442086648983201,2,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000240106991675491,0.00000176323928215002,-0.000000637830634604883,-26.5644340530876
"chr2-667972:677439","TMEM18","-",19.468,1,0,1,0,1,0,0.000495049504950495,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000801672203560042,0,-0.000000801672203560042,-100
"chr6+158536435:158635435","TMEM181","+",109.001,4,4,4,4,1,1,0.000805152979066023,0.0021505376344086,4,5,2,28,7,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000572727019345029,0.00000084117065597381,0.00000026844363662878,46.8711318938248
"chr2+102736905:102817679","TMEM182","+",90.775,1,1,1,1,1,1,0.000217580504786771,0.0050761421319797,1,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000171930095939486,0.000000252515677972463,0.0000000805855820329762,46.8711318938248
"chr1+203007366:203024848","TMEM183A","+",27.483,2,0,2,0,1,0,0.000428265524625268,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000113575333543695,0,-0.00000113575333543695,-100
"chr7-1542234:1556430","TMEM184A","-",24.197,1,0,1,0,1,0,0.000282406099971759,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000644995431619907,0,-0.000000644995431619907,-100
"chr22-38219290:38273034","TMEM184B","-",63.745,0,1,0,1,0,2,0,0.000531632110579479,0,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000359590723475572,0.000000359590723475572,Inf
"chr4+147617387:147635521","TMEM184C","+",28.135,1,2,1,4,1,3,0.000241196333815726,0.00148478099480327,1,8,1,14,0,0.1875,1,FALSE,FALSE,FALSE,FALSE,0,0.000000554716703710926,0.0000032588748061774,0.00000270415810246648,487.484527575299
"chrX+153972539:153983195","TMEM187","+",20.657,2,2,3,2,1,2,0.00105820105820106,0.000354233085370174,3,3,1,14,0,0.166666666666667,1,FALSE,FALSE,FALSE,FALSE,0,0.00000226658582450117,0.00000221930683719323,-0.0000000472789873079372,-2.08591207078348
"chr20-50081123:50153798","TMEM189-UBE2V1","-",82.676,1,1,1,1,1,1,0.000365764447695684,0.00222222222222222,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000188772490915222,0.000000277252294111354,0.0000000884798031961321,46.8711318938248
"chr12+71686097:71704059","TMEM19","+",27.963,0,2,0,2,0,1,0,0.00126903553299492,0,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.0000016394600484891,0.0000016394600484891,Inf
"chr19+55376825:55378246","TMEM190","+",11.422,1,0,1,0,1,0,0.000495785820525533,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000136639419181465,0,-0.00000136639419181465,-100
"chr4-165076077:165112872","TMEM192","-",46.796,1,0,1,0,1,0,0.000477326968973747,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000333510438048271,0,-0.000000333510438048271,-100
"chr12+55829607:55836246","TMEM198B","+",16.64,1,0,1,0,1,0,0.000428265524625268,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000937917936232385,0,-0.000000937917936232385,-100
"chr9-71683365:71768884","TMEM2","-",95.52,7,5,9,6,4,2,0.00255102040816327,0.0046189376443418,12,8,2,28,14,0.119047619047619,0.608391608391608,FALSE,FALSE,FALSE,FALSE,0,0.00000147050450303771,0.00000143983107210743,-0.0000000306734309302784,-2.0859120707835
"chr6+130366280:130443065","TMEM200A","+",86.786,1,2,1,3,1,4,0.00149700598802395,0.00229885057471264,1,8,2,60,46,0.285714285714286,1,FALSE,FALSE,FALSE,FALSE,0,0.000000179832628061057,0.000000792366649043059,0.000000612534020982002,340.613395681474
"chr1-29119424:29123909","TMEM200B","-",14.486,0,1,0,1,0,1,0,0.000243368216110976,0,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000158236301725461,0.00000158236301725461,Inf
"chr1+9588873:9614877","TMEM201","+",36.005,1,1,1,1,1,1,0.000958772770853308,0.000742390497401633,1,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000433466309093373,0.000000636636874543822,0.000000203170565450449,46.8711318938248
"chr9-137204082:137205638","TMEM203","-",11.557,2,1,2,1,1,1,0.000495049504950495,0.000716332378223496,2,1,1,10,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000270086604809326,0.00000198339626788529,-0.000000717469780207967,-26.5644340530876
"chr16+1528740:1555580","TMEM204","+",36.841,12,5,17,5,3,1,0.00216606498194946,0.0277777777777778,23,5,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000720171075164673,0.00000311095120490083,-0.0000040907595467459,-56.8026082665221
"chr1-212364473:212414925","TMEM206","-",60.453,1,0,1,0,1,0,0.000241196333815726,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000258166748695795,0,-0.000000258166748695795,-100
"chr7-130164712:130205498","TMEM209","-",50.787,3,3,3,4,2,4,0.000556018904642758,0.000742390497401633,4,11,1,14,0,0.204545454545455,1,FALSE,FALSE,FALSE,FALSE,0,0.000000921906459856276,0.0000018053526034576,0.000000883446143601326,95.828175858433
"chr22-24935240:24939347","TMEM211","-",14.108,1,0,1,0,1,0,0.000495049504950495,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000110624854401098,0,-0.00000110624854401098,-100
"chr7+138797993:138806026","TMEM213","+",18.034,1,0,1,0,1,0,0.000477326968973747,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000865418346396079,0,-0.000000865418346396079,-100
"chr2+27032905:27041697","TMEM214","+",18.793,4,0,4,0,1,0,0.000958772770853308,0,4,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000332186547308187,0,-0.00000332186547308187,-100
"chr11+61392359:61398863","TMEM216","+",16.505,1,0,1,0,1,0,0.000509164969450102,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000945589485544192,0,-0.000000945589485544192,-100
"chr6-37212177:37258155","TMEM217","-",55.979,2,0,2,0,1,0,0.000805152979066023,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.000000557600330799296,0,-0.000000557600330799296,-100
"chr11-125094370:125111763","TMEM218","-",27.394,0,1,0,1,0,2,0,0.000486736432221952,0,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000836756613417183,0.000000836756613417183,Inf
"chr16+29962029:29973052","TMEM219","+",21.024,6,1,8,1,6,1,0.00144717800289436,0.00671140939597315,13,1,1,1095,0,0,0.222222222222222,FALSE,FALSE,FALSE,FALSE,0,0.0000059387193527043,0.0000010902830416643,-0.00000484843631103999,-81.6411085132719
"chr17-10713294:10730329","TMEM220","-",27.036,0,3,0,3,0,1,0,0.0021978021978022,0,3,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.00000254350983887598,0.00000254350983887598,Inf
"chr17+10729776:10815164","TMEM220-AS1","+",95.389,0,2,0,2,0,1,0,0.00671140939597315,0,2,1,1095,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000480602808876292,0.000000480602808876292,Inf
"chr1+27322144:27336400","TMEM222","+",24.257,0,1,0,1,0,1,0,0.000768639508070715,0,1,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000944968902500322,0.000000944968902500322,Inf
"chr11-62790314:62792014","TMEM223","-",11.701,2,1,2,1,2,1,0.000435161009573542,0.000442086648983201,3,2,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000266762746071394,0.00000195898732313053,-0.000000708640137583409,-26.5644340530876
"chr7+99598065:99611045","TMEM225B","+",22.981,0,1,0,1,0,1,0,0.00176991150442478,0,1,1,90,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000997437477392207,0.000000997437477392207,Inf
"chr20-5068381:5113087","TMEM230","-",54.707,0,2,0,2,0,1,0,0.00276243093922652,0,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000837995527736864,0.000000837995527736864,Inf
"chr5-110419495:110726749","TMEM232","-",317.255,2,0,2,0,1,0,0.00131752305665349,0,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.0000000983874451712779,0,-0.0000000983874451712779,-100
"chr1-32214476:32222371","TMEM234","-",17.896,2,1,2,1,2,1,0.0010183299389002,0.0000632911392405063,3,1,1,14,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0.00000174418355597976,0.00000128085106548672,-0.000000463332490493042,-26.5644340530876
"chr10+17752260:17800867","TMEM236","+",58.608,0,2,0,2,0,1,0,0.00128865979381443,0,2,1,28,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0,0.000000782217808761613,0.000000782217808761613,Inf
